Car_No,Time,Longitude,Latitude,Unknown-0,Unknown-1,Unknown,Resources,Request
4263,2008-02-02 14:07:17,116.36658,39.97802,0,0,0,40,9
4263,2008-02-08 16:02:11,117.21623,40.16943,0,0,0,4,15
4264,2008-02-02 13:39:14,116.40077,39.8559,0,0,0,30,1
4264,2008-02-08 17:03:33,116.31767,39.9509,0,0,0,20,15
4265,2008-02-03 12:33:00,116.51028,40.0116,0,0,0,27,18
4265,2008-02-07 18:30:26,117.08335,40.1343,0,0,0,25,4
4266,2008-02-02 14:34:24,115.95977,39.49353,0,0,0,19,4
4266,2008-02-08 17:33:12,116.34225,39.97209,0,0,0,7,11
4267,2008-02-02 14:15:50,116.46172,39.95518,0,0,0,8,11
4267,2008-02-08 17:36:04,116.81875,40.3755,0,0,0,21,20
4268,2008-02-02 13:50:12,116.30794,39.86555,0,0,0,21,6
4268,2008-02-08 17:28:23,116.37105,39.94984,0,0,0,35,9
4269,2008-02-02 13:31:39,116.39325,39.86485,0,0,0,33,13
4269,2008-02-08 17:32:52,116.42192,39.8101,0,0,0,21,5
427,2008-02-02 13:44:50,116.44872,39.99116,0,0,0,1,19
427,2008-02-08 14:00:07,116.44885,39.99115,0,0,0,28,13
4270,2008-02-02 13:35:53,116.48365,39.97458,0,0,0,11,16
4270,2008-02-08 17:38:53,116.95796,40.19005,0,0,0,16,8
4271,2008-02-05 09:15:52,116.34022,39.91734,0,0,0,5,5
4271,2008-02-08 09:45:15,116.33971,39.91818,0,0,0,15,3
4272,2008-02-04 02:56:49,116.37252,39.86647,0,0,0,39,11
4272,2008-02-07 22:30:11,116.37244,39.86692,0,0,0,29,9
4273,2008-02-02 13:41:21,116.4444,39.9158,0,0,0,37,3
4273,2008-02-08 17:37:22,116.6817,39.89568,0,0,0,21,16
4274,2008-02-02 13:47:43,116.36614,39.94727,0,0,0,26,20
4274,2008-02-08 17:31:17,117.1234,40.1471,0,0,0,23,13
4275,2008-02-02 13:36:20,116.31812,39.97964,0,0,0,38,3
4275,2008-02-08 17:36:19,117.01664,40.11272,0,0,0,2,2
4276,2008-02-02 13:33:16,116.40189,39.95029,0,0,0,13,8
4276,2008-02-08 17:35:20,116.97357,40.13702,0,0,0,3,0
4277,2008-02-02 13:38:13,116.56692,40.07173,0,0,0,3,17
4277,2008-02-08 17:37:37,117.17664,40.62648,0,0,0,23,19
4278,2008-02-02 13:38:30,116.45947,39.89925,0,0,0,14,6
4278,2008-02-08 17:39:15,117.09708,40.54228,0,0,0,10,18
4279,2008-02-02 13:35:25,116.48406,39.97241,0,0,0,33,8
4279,2008-02-08 17:38:06,116.98828,40.07657,0,0,0,34,19
428,2008-02-02 14:39:07,116.29593,39.89715,0,0,0,17,7
428,2008-02-08 16:52:31,116.10035,39.931,0,0,0,5,18
4280,2008-02-02 13:36:26,116.49966,39.98723,0,0,0,33,13
4280,2008-02-08 17:34:46,116.55559,40.02885,0,0,0,9,10
4281,2008-02-02 13:32:22,116.28223,39.95655,0,0,0,17,15
4281,2008-02-08 17:38:34,116.07827,39.9847,0,0,0,21,8
4282,2008-02-02 13:49:35,116.43962,39.94845,0,0,0,34,17
4282,2008-02-08 17:34:40,116.37012,39.90908,0,0,0,36,0
4283,2008-02-02 13:42:01,116.32935,39.90601,0,0,0,23,0
4283,2008-02-08 17:39:06,116.46146,39.87418,0,0,0,32,9
4284,2008-02-02 14:21:29,116.10285,39.83976,0,0,0,34,8
4284,2008-02-08 13:40:11,116.0976,39.83875,0,0,0,40,16
4285,2008-02-02 14:05:26,116.34706,39.92115,0,0,0,3,15
4285,2008-02-08 17:33:22,116.3515,39.90784,0,0,0,7,8
4286,2008-02-02 13:43:00,116.4479,39.86258,0,0,0,3,2
4286,2008-02-08 17:37:11,116.42743,39.93388,0,0,0,40,3
4287,2008-02-02 13:35:33,116.30407,39.90242,0,0,0,37,10
4287,2008-02-08 12:53:45,116.09757,39.83728,0,0,0,15,17
4288,2008-02-02 13:35:34,116.3534,39.88807,0,0,0,26,16
4288,2008-02-08 15:23:11,116.06145,39.73185,0,0,0,18,11
4289,2008-02-02 14:02:59,116.33328,40.00202,0,0,0,30,1
4289,2008-02-08 14:46:27,116.34285,39.72178,0,0,0,34,14
429,2008-02-02 13:36:38,116.56527,40.07193,0,0,0,26,10
429,2008-02-08 17:34:52,116.64241,40.132,0,0,0,20,4
4290,2008-02-02 13:36:31,116.29164,39.91988,0,0,0,40,5
4290,2008-02-08 17:37:01,116.16472,39.69346,0,0,0,7,16
4291,2008-02-02 13:38:35,116.22295,39.9536,0,0,0,30,14
4291,2008-02-08 17:00:15,116.44621,39.97085,0,0,0,27,11
4292,2008-02-02 14:44:03,116.32421,39.96629,0,0,0,9,11
4292,2008-02-08 17:36:39,116.30447,39.91651,0,0,0,13,17
4293,2008-02-02 13:36:25,116.48321,39.91417,0,0,0,7,13
4293,2008-02-08 13:59:58,116.03758,39.73585,0,0,0,20,2
4294,2008-02-02 13:40:43,116.34863,39.93868,0,0,0,39,10
4294,2008-02-08 16:24:10,116.03794,39.73518,0,0,0,13,9
4295,2008-02-02 13:50:59,116.37612,39.88779,0,0,0,12,15
4295,2008-02-07 20:05:57,115.98093,39.70267,0,0,0,14,11
4296,2008-02-02 13:35:36,116.31564,39.89192,0,0,0,32,14
4296,2008-02-08 17:30:18,116.35232,39.88826,0,0,0,28,5
4297,2008-02-02 13:45:59,116.30544,39.88081,0,0,0,17,5
4297,2008-02-08 12:59:56,116.10441,39.69102,0,0,0,18,8
4298,2008-02-03 02:56:19,116.51124,40.01199,0,0,0,21,19
4298,2008-02-08 17:36:10,116.32972,40.01355,0,0,0,15,18
4299,2008-02-02 13:33:11,116.45548,39.89313,0,0,0,0,3
4299,2008-02-08 17:36:20,116.45527,39.8812,0,0,0,9,10
43,2008-02-03 18:10:22,116.43886,39.93526,0,0,0,30,16
43,2008-02-07 18:01:24,116.95158,40.14628,0,0,0,8,18
430,2008-02-02 13:39:59,116.51143,39.91328,0,0,0,39,1
430,2008-02-08 17:36:50,116.51165,39.91313,0,0,0,14,3
4300,2008-02-02 13:36:07,116.48891,39.99291,0,0,0,4,2
4300,2008-02-08 17:39:14,116.45125,39.82031,0,0,0,11,8
4301,2008-02-02 13:35:39,116.31641,39.96625,0,0,0,0,8
4301,2008-02-08 13:17:19,117.14387,40.29559,0,0,0,16,16
4302,2008-02-02 13:37:36,116.45103,39.91195,0,0,0,4,9
4302,2008-02-08 17:35:47,116.46253,39.96897,0,0,0,15,19
4303,2008-02-02 14:09:08,116.41756,39.97644,0,0,0,10,12
4303,2008-02-08 17:29:51,116.27604,40.02933,0,0,0,22,7
4304,2008-02-02 14:57:03,116.14827,39.7483,0,0,0,11,4
4304,2008-02-08 13:56:17,116.13769,39.73798,0,0,0,14,7
4305,2008-02-02 13:33:50,116.37325,39.95987,0,0,0,0,18
4305,2008-02-08 14:39:05,116.33319,39.87659,0,0,0,23,18
4306,2008-02-02 13:42:11,116.32698,39.98679,0,0,0,15,10
4306,2008-02-08 14:30:04,116.52382,39.94022,0,0,0,0,18
4307,2008-02-02 13:39:34,116.29157,39.99205,0,0,0,18,11
4307,2008-02-06 19:41:12,116.29428,39.99597,0,0,0,0,14
4308,2008-02-02 13:34:32,116.2893,39.90613,0,0,0,1,3
4308,2008-02-08 11:57:19,116.11708,40.12682,0,0,0,31,17
4309,2008-02-02 13:40:52,116.30963,39.99079,0,0,0,28,14
4309,2008-02-08 17:35:08,116.14872,40.06028,0,0,0,14,2
431,2008-02-02 13:39:28,116.3883,39.88488,0,0,0,10,9
431,2008-02-08 17:35:05,116.31368,39.90624,0,0,0,26,17
4310,2008-02-02 13:38:26,116.44184,39.96108,0,0,0,13,17
4310,2008-02-08 17:35:05,116.38272,39.98634,0,0,0,16,10
4311,2008-02-02 13:36:54,116.41079,39.96741,0,0,0,9,15
4311,2008-02-08 17:35:06,116.98798,40.35823,0,0,0,37,19
4312,2008-02-02 13:50:51,116.06697,39.54065,0,0,0,8,15
4312,2008-02-08 17:37:31,116.19431,39.80578,0,0,0,5,6
4313,2008-02-02 13:34:16,116.49509,40.01002,0,0,0,31,2
4313,2008-02-08 15:25:50,116.73483,40.39054,0,0,0,30,3
4314,2008-02-02 13:38:58,116.40182,39.94844,0,0,0,31,7
4314,2008-02-08 17:37:46,117.09688,40.14453,0,0,0,16,12
4315,2008-02-02 13:41:27,116.2695,39.91941,0,0,0,21,13
4315,2008-02-08 16:07:32,116.3482,39.86265,0,0,0,7,8
4316,2008-02-02 13:36:22,116.30798,40.07264,0,0,0,35,2
4316,2008-02-08 17:36:42,116.29988,39.97721,0,0,0,35,10
4317,2008-02-02 18:50:53,116.3363,39.89623,0,0,0,25,20
4317,2008-02-08 14:46:50,116.47593,39.85011,0,0,0,12,4
4318,2008-02-02 13:36:16,116.54933,40.07163,0,0,0,11,5
4318,2008-02-08 17:34:20,117.2052,40.18898,0,0,0,24,13
4319,2008-02-02 13:35:15,116.4501,39.88102,0,0,0,25,18
4319,2008-02-08 15:12:20,117.08134,40.17635,0,0,0,4,20
432,2008-02-02 13:38:44,116.68523,39.93393,0,0,0,20,20
432,2008-02-08 17:26:13,116.4277,39.84863,0,0,0,2,14
4320,2008-02-02 13:34:49,116.41485,39.85619,0,0,0,7,7
4320,2008-02-08 17:36:09,116.44488,39.8586,0,0,0,26,7
4321,2008-02-02 13:37:34,116.31716,39.95704,0,0,0,23,14
4321,2008-02-08 17:32:25,116.39924,39.85449,0,0,0,27,12
4322,2008-02-02 13:34:45,116.38733,39.85573,0,0,0,32,20
4322,2008-02-08 12:27:11,116.29191,40.15001,0,0,0,36,5
4323,2008-02-02 13:35:24,116.45532,39.92536,0,0,0,6,10
4323,2008-02-08 17:37:27,116.43254,39.8637,0,0,0,9,18
4324,2008-02-02 13:49:34,116.4514,39.91223,0,0,0,4,0
4324,2008-02-08 16:31:23,116.46346,39.94479,0,0,0,22,16
4325,2008-02-02 13:34:53,116.44549,39.98193,0,0,0,35,18
4325,2008-02-08 17:37:44,116.26995,39.95209,0,0,0,35,6
4326,2008-02-02 20:37:57,116.4441,39.92346,0,0,0,28,17
4326,2008-02-08 11:38:33,117.07518,40.0468,0,0,0,21,7
4327,2008-02-02 13:33:45,116.38613,39.98691,0,0,0,2,19
4327,2008-02-08 17:37:05,116.46113,40.00032,0,0,0,25,3
4328,2008-02-02 13:38:51,116.21704,40.03913,0,0,0,19,0
4328,2008-02-08 17:36:26,116.46208,39.88313,0,0,0,29,13
4329,2008-02-02 13:32:50,116.3374,39.90554,0,0,0,9,11
4329,2008-02-08 16:55:21,117.11074,40.152,0,0,0,35,13
433,2008-02-04 09:38:00,116.28078,39.84868,0,0,0,31,15
433,2008-02-08 11:46:04,116.27962,39.84858,0,0,0,4,8
4330,2008-02-02 13:35:00,116.4827,39.95727,0,0,0,30,15
4330,2008-02-08 17:12:50,117.22163,40.1525,0,0,0,18,6
4331,2008-02-02 14:37:15,116.35978,39.9859,0,0,0,14,5
4331,2008-02-08 13:54:10,116.86453,40.38337,0,0,0,5,1
4332,2008-02-02 14:17:33,116.57289,40.06308,0,0,0,3,19
4332,2008-02-08 17:38:18,116.41197,39.95824,0,0,0,35,12
4333,2008-02-02 13:48:18,116.5825,40.07947,0,0,0,31,17
4333,2008-02-08 17:34:45,116.73207,40.36199,0,0,0,23,14
4334,2008-02-02 13:45:03,116.30413,39.89453,0,0,0,17,11
4334,2008-02-08 15:34:34,115.93497,39.59362,0,0,0,18,4
4335,2008-02-02 13:32:10,116.30447,39.8826,0,0,0,30,10
4335,2008-02-08 16:29:21,116.79037,40.36908,0,0,0,27,12
4336,2008-02-02 13:37:21,116.25715,39.89585,0,0,0,32,13
4336,2008-02-08 13:01:02,117.38337,39.91447,0,0,0,24,4
4337,2008-02-02 13:38:40,116.42019,39.9216,0,0,0,35,12
4337,2008-02-08 17:38:18,116.45528,39.92085,0,0,0,23,10
4338,2008-02-02 16:50:06,116.28657,39.92287,0,0,0,12,12
4338,2008-02-08 17:37:06,116.44312,39.8268,0,0,0,35,17
4339,2008-02-02 13:37:38,116.38284,39.97554,0,0,0,9,4
4339,2008-02-08 17:35:08,115.60357,40.40731,0,0,0,11,8
434,2008-02-02 13:40:18,116.44244,39.96049,0,0,0,39,10
434,2008-02-08 17:37:46,116.3794,39.88832,0,0,0,6,7
4340,2008-02-02 13:33:08,116.31008,40.01681,0,0,0,25,0
4340,2008-02-08 17:36:50,116.34245,39.89335,0,0,0,9,19
4341,2008-02-02 20:25:34,116.35257,39.97535,0,0,0,37,11
4341,2008-02-05 22:22:18,116.11985,39.85327,0,0,0,15,12
4342,2008-02-02 13:40:04,116.31032,39.89563,0,0,0,8,2
4342,2008-02-08 13:46:17,116.05422,39.73253,0,0,0,31,9
4343,2008-02-02 13:41:12,116.32505,39.89593,0,0,0,34,10
4343,2008-02-08 17:38:46,116.96057,40.5632,0,0,0,24,15
4344,2008-02-02 13:35:16,116.31195,39.97395,0,0,0,14,15
4344,2008-02-08 17:35:27,116.28971,39.91164,0,0,0,40,14
4345,2008-02-02 13:38:18,116.30253,39.98127,0,0,0,37,16
4345,2008-02-08 15:42:30,116.37294,39.80001,0,0,0,40,18
4346,2008-02-02 13:31:31,116.28082,39.89873,0,0,0,17,12
4346,2008-02-08 17:38:45,116.33638,39.84793,0,0,0,2,9
4347,2008-02-02 14:24:49,116.47613,39.84413,0,0,0,11,15
4347,2008-02-08 15:23:26,116.47037,39.83713,0,0,0,8,3
4348,2008-02-02 15:20:06,116.27407,39.96191,0,0,0,28,14
4348,2008-02-08 17:38:42,116.37654,39.84869,0,0,0,4,17
4349,2008-02-02 13:33:13,116.37839,39.8877,0,0,0,22,15
4349,2008-02-08 12:35:42,116.21216,39.80943,0,0,0,14,2
435,2008-02-02 13:54:15,116.5131,39.8905,0,0,0,0,11
435,2008-02-08 17:31:57,116.37913,39.93523,0,0,0,4,13
4350,2008-02-02 13:34:59,116.31922,39.89591,0,0,0,26,14
4350,2008-02-08 17:37:35,116.29033,39.86692,0,0,0,23,17
4351,2008-02-02 13:37:10,116.44994,39.82139,0,0,0,21,2
4351,2008-02-08 17:35:51,116.4465,39.93247,0,0,0,7,17
4352,2008-02-02 14:54:57,116.18765,39.90577,0,0,0,26,2
4352,2008-02-08 17:36:50,116.31825,39.95023,0,0,0,4,10
4353,2008-02-02 13:40:11,116.35852,39.90253,0,0,0,22,19
4353,2008-02-08 16:34:49,116.09269,39.93942,0,0,0,15,9
4354,2008-02-02 13:36:50,116.44932,39.93866,0,0,0,33,20
4354,2008-02-08 17:38:54,116.37258,39.95657,0,0,0,39,8
4355,2008-02-02 13:46:05,116.64568,40.12503,0,0,0,18,18
4355,2008-02-08 16:07:43,116.89346,39.68493,0,0,0,28,9
4356,2008-02-02 13:36:27,116.25179,39.94609,0,0,0,1,4
4356,2008-02-08 17:36:56,116.29652,39.93225,0,0,0,8,6
4357,2008-02-02 13:37:41,116.41485,40.07394,0,0,0,38,16
4357,2008-02-08 13:35:00,117.1102,40.11668,0,0,0,2,8
4358,2008-02-02 13:32:08,116.39224,39.94743,0,0,0,35,18
4358,2008-02-08 17:30:46,116.39976,39.94798,0,0,0,10,17
4359,2008-02-02 13:35:40,116.31671,39.9607,0,0,0,31,3
4359,2008-02-08 16:14:49,117.12971,40.14965,0,0,0,33,8
436,2008-02-02 13:39:15,116.48566,39.90524,0,0,0,2,2
436,2008-02-08 17:37:02,116.48056,39.92245,0,0,0,29,5
4360,2008-02-02 13:34:58,116.39292,39.88523,0,0,0,15,19
4360,2008-02-08 15:55:33,116.33026,39.93077,0,0,0,32,2
4361,2008-02-02 14:31:15,116.13163,40.06602,0,0,0,34,18
4361,2008-02-08 17:31:45,116.11196,40.09922,0,0,0,17,7
4362,2008-02-02 13:34:03,116.43285,39.9228,0,0,0,34,19
4362,2008-02-08 17:37:56,116.24751,39.89898,0,0,0,30,5
4363,2008-02-02 13:34:46,116.3828,39.87915,0,0,0,32,9
4363,2008-02-08 17:37:37,116.3424,39.84458,0,0,0,7,19
4364,2008-02-02 13:36:41,116.31086,39.90605,0,0,0,28,14
4364,2008-02-08 16:51:46,116.38654,39.92438,0,0,0,38,1
4365,2008-02-02 14:39:49,116.476,39.86022,0,0,0,17,15
4365,2008-02-08 17:36:40,116.38291,39.88834,0,0,0,8,11
4366,2008-02-02 13:31:34,116.26906,39.92345,0,0,0,40,4
4366,2008-02-08 17:38:25,116.37285,39.95416,0,0,0,24,10
4367,2008-02-02 14:33:37,116.56573,40.07133,0,0,0,8,5
4367,2008-02-08 17:37:16,116.27077,39.96589,0,0,0,4,13
4368,2008-02-02 13:35:19,116.33387,39.91594,0,0,0,16,12
4368,2008-02-08 17:35:56,116.25405,39.92322,0,0,0,20,20
4369,2008-02-02 13:34:15,116.41859,39.98759,0,0,0,9,11
4369,2008-02-08 17:38:40,116.37388,39.97978,0,0,0,12,9
437,2008-02-02 13:37:53,116.58146,40.06956,0,0,0,0,15
437,2008-02-08 17:37:02,116.80327,40.15123,0,0,0,8,7
4370,2008-02-02 15:09:56,116.35843,39.92775,0,0,0,30,0
4370,2008-02-08 04:00:48,116.35774,39.9249,0,0,0,36,14
4371,2008-02-02 13:46:33,116.36909,39.95661,0,0,0,3,9
4371,2008-02-08 17:39:13,116.29385,40.21143,0,0,0,35,14
4372,2008-02-02 13:31:32,116.31,39.98612,0,0,0,33,8
4372,2008-02-08 11:35:36,116.23602,39.94708,0,0,0,7,6
4373,2008-02-02 13:39:42,116.31512,39.90295,0,0,0,22,8
4373,2008-02-08 17:37:43,116.42581,40.02061,0,0,0,5,19
4374,2008-02-02 21:37:51,116.38708,39.98272,0,0,0,30,9
4374,2008-02-08 17:38:38,117.02858,36.45932,0,0,0,34,20
4375,2008-02-02 14:03:21,0.0,0.0,0,0,0,5,13
4375,2008-02-07 16:07:06,0.0,0.0,0,0,0,12,17
4376,2008-02-02 13:37:28,116.2789,39.92255,0,0,0,27,14
4376,2008-02-08 17:36:37,116.38067,39.85518,0,0,0,39,20
4377,2008-02-02 13:38:04,116.29829,39.98426,0,0,0,1,16
4377,2008-02-08 17:36:22,116.26143,39.90629,0,0,0,15,2
4378,2008-02-02 13:54:15,116.004,39.68353,0,0,0,31,0
4378,2008-02-08 12:27:28,115.8559,39.61566,0,0,0,25,18
4379,2008-02-02 13:34:00,116.54132,40.02509,0,0,0,21,16
4379,2008-02-07 22:52:42,117.26077,40.18829,0,0,0,40,15
438,2008-02-02 13:37:44,116.3735,39.95046,0,0,0,3,18
438,2008-02-08 17:34:35,117.18363,40.12374,0,0,0,3,16
4380,2008-02-02 15:00:16,117.10478,40.14489,0,0,0,20,15
4380,2008-02-08 17:14:09,117.18762,40.20878,0,0,0,22,2
4381,2008-02-02 21:56:14,116.30877,39.88118,0,0,0,34,4
4381,2008-02-08 15:57:37,116.43616,39.87085,0,0,0,7,15
4382,2008-02-02 13:48:40,116.30858,40.0254,0,0,0,6,11
4382,2008-02-08 13:16:05,117.16428,40.61037,0,0,0,17,20
4383,2008-02-02 13:37:27,116.31857,40.03433,0,0,0,14,18
4383,2008-02-08 17:38:58,116.40793,40.08432,0,0,0,1,7
4384,2008-02-02 13:44:40,116.031,39.63717,0,0,0,14,1
4384,2008-02-08 17:33:55,116.01643,39.64125,0,0,0,24,7
4385,2008-02-02 13:34:25,116.42029,39.92305,0,0,0,6,19
4385,2008-02-08 13:49:04,116.63062,40.1217,0,0,0,26,0
4386,2008-02-02 17:14:44,116.37324,39.8556,0,0,0,32,16
4386,2008-02-08 17:36:51,116.26195,39.90627,0,0,0,7,19
4387,2008-02-02 13:34:55,116.33723,40.00987,0,0,0,13,10
4387,2008-02-08 11:14:26,116.34673,40.03506,0,0,0,9,7
4388,2008-02-02 18:17:12,116.36251,39.94593,0,0,0,40,7
4388,2008-02-08 17:33:34,116.3158,39.93073,0,0,0,0,13
4389,2008-02-02 13:32:56,116.40948,39.89581,0,0,0,38,17
4389,2008-02-08 17:35:37,116.36674,39.9319,0,0,0,16,10
439,2008-02-02 13:37:23,116.33922,39.97503,0,0,0,9,5
439,2008-02-08 17:35:38,116.40224,39.86882,0,0,0,36,11
4390,2008-02-02 15:25:38,116.45746,40.17485,0,0,0,27,5
4390,2008-02-08 17:33:37,116.43454,39.92459,0,0,0,10,20
4391,2008-02-03 14:23:41,116.5817,40.06841,0,0,0,5,4
4391,2008-02-05 17:18:32,116.43195,39.92332,0,0,0,14,12
4392,2008-02-02 13:34:03,116.57965,40.04692,0,0,0,16,18
4392,2008-02-08 14:43:39,109.46247,36.61383,0,0,0,11,17
4393,2008-02-02 13:32:44,116.32637,39.86682,0,0,0,4,8
4393,2008-02-08 17:38:34,116.26835,39.8986,0,0,0,19,13
4394,2008-02-02 13:42:50,116.31512,39.9055,0,0,0,20,7
4394,2008-02-08 14:55:22,115.97865,40.46823,0,0,0,35,8
4395,2008-02-02 14:39:00,116.24223,39.85753,0,0,0,38,12
4395,2008-02-08 17:10:19,115.92187,39.60803,0,0,0,18,0
4396,2008-02-02 13:32:41,116.35745,39.9128,0,0,0,16,2
4396,2008-02-08 17:39:16,116.38297,39.8638,0,0,0,24,9
4397,2008-02-02 13:33:31,116.268,39.92317,0,0,0,3,5
4397,2008-02-08 13:29:47,116.25217,39.88797,0,0,0,12,14
4398,2008-02-02 13:32:16,116.29018,39.91727,0,0,0,30,1
4398,2008-02-08 16:05:36,116.22143,39.88977,0,0,0,36,6
4399,2008-02-02 13:35:26,116.58199,40.06607,0,0,0,33,15
4399,2008-02-08 12:59:11,116.18413,40.04245,0,0,0,11,7
44,2008-02-02 13:39:19,116.31707,39.95522,0,0,0,6,5
44,2008-02-08 17:38:24,116.86435,40.14765,0,0,0,13,17
440,2008-02-02 13:36:23,116.92305,40.37739,0,0,0,16,9
440,2008-02-08 17:34:35,117.05532,40.34634,0,0,0,25,18
4400,2008-02-02 13:40:28,116.37014,39.9085,0,0,0,8,0
4400,2008-02-08 16:19:02,116.29992,40.22796,0,0,0,2,20
4401,2008-02-02 13:31:44,116.2467,39.88807,0,0,0,18,9
4401,2008-02-08 17:38:40,116.40147,39.923,0,0,0,26,8
4402,2008-02-02 13:34:00,116.37037,39.89852,0,0,0,12,2
4402,2008-02-08 17:27:14,116.9957,40.24794,0,0,0,15,18
4403,2008-02-02 13:42:54,116.41521,39.79183,0,0,0,10,2
4403,2008-02-08 17:30:08,116.34949,39.86715,0,0,0,14,3
4404,2008-02-02 13:38:03,116.24461,39.93465,0,0,0,5,8
4404,2008-02-08 01:57:34,116.28,40.016,0,0,0,9,6
4405,2008-02-02 13:43:00,0.0,0.0,0,0,0,37,15
4405,2008-02-08 16:50:20,116.11443,39.72253,0,0,0,23,2
4406,2008-02-02 13:35:33,116.32676,39.966,0,0,0,22,15
4406,2008-02-08 17:39:09,116.16081,40.15252,0,0,0,15,3
4407,2008-02-02 13:36:27,116.40634,39.96793,0,0,0,40,2
4407,2008-02-08 17:36:11,116.84307,40.36779,0,0,0,0,11
4408,2008-02-02 16:40:32,116.44624,39.87056,0,0,0,25,18
4408,2008-02-08 12:35:49,116.32783,39.74387,0,0,0,11,12
4409,2008-02-02 14:30:53,116.2332,39.90629,0,0,0,11,14
4409,2008-02-08 17:15:15,116.19093,39.92785,0,0,0,24,20
441,2008-02-02 13:39:33,116.27865,39.94533,0,0,0,2,2
441,2008-02-08 17:34:37,116.29905,39.93859,0,0,0,15,19
4410,2008-02-02 13:34:15,116.32838,39.9138,0,0,0,2,16
4410,2008-02-08 17:36:47,116.37699,39.96714,0,0,0,14,9
4411,2008-02-02 13:35:57,116.58045,40.04693,0,0,0,31,13
4411,2008-02-08 15:42:53,117.09747,40.14353,0,0,0,4,17
4412,2008-02-02 13:41:56,116.34057,39.93583,0,0,0,0,16
4412,2008-02-08 17:39:02,116.24853,40.09695,0,0,0,13,5
4413,2008-02-03 11:54:23,0.0,0.0,0,0,0,30,18
4413,2008-02-08 13:47:03,116.26862,39.93885,0,0,0,9,3
4414,2008-02-03 16:44:57,116.29975,39.9423,0,0,0,23,9
4414,2008-02-08 17:33:42,116.5836,40.07628,0,0,0,1,8
4415,2008-02-02 13:33:09,116.29742,39.79787,0,0,0,36,17
4415,2008-02-08 17:21:42,115.89687,39.6092,0,0,0,27,14
4416,2008-02-02 13:40:11,0.0,0.0,0,0,0,30,9
4416,2008-02-08 17:35:03,116.54143,40.05712,0,0,0,15,16
4417,2008-02-02 13:33:39,116.4405,39.94527,0,0,0,15,1
4417,2008-02-06 12:56:48,116.75492,40.4341,0,0,0,9,8
4418,2008-02-02 13:30:52,116.35807,39.93562,0,0,0,39,10
4418,2008-02-08 17:20:01,117.11337,40.54212,0,0,0,34,8
4419,2008-02-02 13:43:14,116.39398,39.85845,0,0,0,0,10
4419,2008-02-08 17:26:48,116.33562,39.96305,0,0,0,20,15
442,2008-02-02 13:37:33,116.37834,39.90587,0,0,0,17,4
442,2008-02-08 17:36:14,116.7951,40.4143,0,0,0,34,4
4420,2008-02-02 13:33:58,116.46855,39.94543,0,0,0,19,7
4420,2008-02-08 17:38:51,116.13255,39.5979,0,0,0,2,17
4421,2008-02-02 13:41:41,116.20706,39.89542,0,0,0,8,9
4421,2008-02-08 17:34:42,116.54271,39.60319,0,0,0,34,4
4422,2008-02-02 15:17:03,117.96902,39.79368,0,0,0,33,1
4422,2008-02-08 17:39:19,116.94515,40.14662,0,0,0,10,5
4423,2008-02-02 13:43:41,116.58744,40.07825,0,0,0,16,3
4423,2008-02-08 14:11:44,116.20344,39.95963,0,0,0,33,11
4424,2008-02-02 13:31:08,116.37357,39.93362,0,0,0,40,12
4424,2008-02-08 14:54:14,116.30659,39.87215,0,0,0,7,5
4425,2008-02-02 13:37:31,116.21398,39.89551,0,0,0,32,9
4425,2008-02-08 17:13:17,116.1054,39.92881,0,0,0,34,9
4426,2008-02-02 13:56:56,116.37299,39.8553,0,0,0,18,14
4426,2008-02-08 17:35:14,116.38923,39.85572,0,0,0,9,11
4427,2008-02-02 13:54:47,116.37279,39.97321,0,0,0,37,15
4427,2008-02-08 13:45:06,116.59339,40.69873,0,0,0,0,14
4428,2008-02-02 14:56:49,116.37415,39.70003,0,0,0,22,4
4428,2008-02-08 16:34:28,116.41443,39.71157,0,0,0,23,17
4429,2008-02-02 13:32:02,116.33286,39.96609,0,0,0,27,13
4429,2008-02-08 17:33:22,116.21489,39.9737,0,0,0,21,13
443,2008-02-02 13:39:16,116.35946,39.89862,0,0,0,12,9
443,2008-02-08 17:37:54,116.34188,39.90621,0,0,0,28,6
4430,2008-02-02 13:35:50,116.36773,39.8878,0,0,0,36,12
4430,2008-02-07 10:29:23,116.36147,40.00425,0,0,0,3,6
4431,2008-02-02 14:57:53,116.35729,39.85844,0,0,0,36,0
4431,2008-02-08 17:39:05,116.38428,39.8708,0,0,0,24,10
4432,2008-02-02 13:32:47,116.33443,40.03731,0,0,0,14,6
4432,2008-02-08 16:08:23,116.62354,39.91168,0,0,0,0,1
4433,2008-02-02 17:45:44,116.39644,39.89098,0,0,0,22,18
4433,2008-02-08 16:52:11,116.34293,40.00393,0,0,0,26,12
4434,2008-02-02 15:30:51,116.45965,40.17932,0,0,0,38,15
4434,2008-02-08 17:36:12,116.33097,40.03025,0,0,0,40,1
4435,2008-02-02 13:39:36,116.38218,39.94253,0,0,0,11,16
4435,2008-02-08 10:18:00,101.30952,41.72493,0,0,0,40,8
4436,2008-02-02 13:36:10,116.40555,39.90865,0,0,0,24,8
4436,2008-02-08 17:31:10,116.41207,39.94398,0,0,0,18,13
4437,2008-02-02 13:32:51,116.45429,39.86699,0,0,0,13,7
4437,2008-02-08 17:37:55,116.70163,39.93762,0,0,0,18,16
4438,2008-02-02 21:38:05,116.22732,39.94676,0,0,0,27,12
